"Street/Name","Zipcode","Invited","Turnout","X","Y"
"VV Oosterhout","4906MK","3376",95,116350.919178182,407633.454389655
"vv Victoria O","1713HE","1554",269,122581.182052957,521352.404223699
"vv VIOD ma","7007DT","0",904,216482.106944551,440818.409985018
"VV. Olympia","6451EG","1046",378,196425.000160438,330626.000359289
"Vzv 't Veld","1735GG","2320",846,119679.000315487,528213.001098072
"Waalhalla","6541AK","1886",350,186153.581538481,429889.773426392
"Waalse Kerk","2311CS","0",856,93537.4461273557,463845.031622108
"Waarderpolder","2031CR","1202",132,105573,489139
"Walburgiskerk","7201DM","1144",1278,210340.1655099,461576.748598717
"Waltaplein","8601CR","0",1366,173194.621384704,560650.976241126
"Wamelinkhof","7101JT","1621",626,247034.000205462,442532.000433278
"Wapen van Medemblik","1671AA","1824",810,136145.996878596,531534.999588164
"Warten Gereformeerde kerk","9003MG","755",417,189209.01390612,573893.494521375
"Wateringen 't Knooppunt Scouting","2291GP","1421",120,78077.9202319198,448778.921053017
"Wateringen Hofboerderij","2291CP","1421",478,78347.9530671926,449057.011873617
"Wateringen Ontmoetingsplek Joop","2292CG","1421",711,79513.4972330249,448353.257024542
"Wateringen Ontmoetingsruimte De Vang","2291LC","1421",517,78810.999974104,448432.00051734
"Wateringen Parochiezaal De Kolenkit","2291SZ","1421",726,78178.805077142,449172.598224477
"Wateringen Sportvereniging VELO","2291EE","1421",865,78649.5701289585,449788.750009264
"Wateringen St. Jozefbasisschool","2292AD","1421",600,79265.0269327031,448625.614803891
"Wateringen Wijkcentrum Terra Nova MA","2291VS","0",2203,78737.3681337411,448738.958861945
"Waterkracht","7204MN","1418",917,210963.602235121,460883.289719297
"Waterpark de Bloemert (Expeditiepoort)","9475TG","307",189,0,0
"Waterschap Hunze en Aa's","9641PJ","0",2150,253986.212199043,569638.384687006
"Waterschap Limburg","6043CX","1586",440,197532.952246136,355929.365866119
"Waterschap Zuiderzeeland","8224KT","1535",318,161282.728,502182.554
"Waterschapsgebouw ma","7001BS","0",1106,217017.618113518,442481.316841809
"Watersportvereniging Drachten/De Veenhoop","9213VP","1027",405,198961.598,568496.502
"WC de Schoof","3341CE","1190",400,0,0
"Weemelanden / Het Liefferdinck (bijzonder beperkt mobiel)","7672GD","0",31,239021.962391377,492582.387343124
"Weerdsingel W.Z. 22","3513BB","1945",899,136074.980831456,456469.574873762
"Weidum Dorpshuis","9024EL","894",529,178644.365843587,573263.569625253
"Welkomkerk Zuidland","3214CX","1939",2147,76946.1924013259,426671.496214235
"Wellantcollege MBO Aalsmeer","1431JV","1330",234,112642.053538305,475168.143623369
"Welzijn Bloemendaal 16  ","2061CH","1786",866,102647.000122168,490755.000441435
"Welzijncentrum Havezate (1)","7957AW","0",1501,215922.447953162,520863.283507317
"Wergea Us Doarpshûs","9005PL","0",960,185754.786275471,573988.308126367
"Werkplein Hart van West-Brabant","4701GZ","0",437,90989.2615682111,394401.39093621
"Westeraam 3","6661TZ","1644",2017,187538.294455542,436779.620999627
"Westerkerk","3812GB","865",519,153862.375867354,463589.663502397
"Westerkerk","3906AL","1473",1351,164961.999097968,449099.997075265
"Westerkerk","7122BW","0",464,236801.272963851,438284.49041002
"Westerkerk ","3853JS","0",335,169326.304784438,478938.518747049
"Westerkerk ","3853XB","0",551,0,0
"Westerkerk, Kanaalweg Z","7671GD","2511",988,237654,491234
"Weth. Balverszaal 2","3853PR","941",947,169360.907921688,478203.473844632
"Weusteweg 15","7641AG","1451",869,237382.022528028,487898.918967928
"Wiebengacomplex (Hanzehogeschool)","9714CA","1311",559,0,0
"Wiekendael","4708ZB","0",421,0,0
"Wielborgh  Het Polderwiel","3315KA","200",47,108913.533072605,423977.104241258
"Wielervereniging OWC","7576PE","1457",523,258346.479166051,481240.399932567
"Wielstaete","3341SP","1115",660,104168.546901793,428642.549665064
"Wij De Luifel 2","2101MP","696",712,102256.163227652,485257.316298004
"Wij De Princehof 15  2022","2104AH","0",1166,101931.479869698,482704.556554006
"Wijcentrum De Biezantijn I","6541TN","0",283,186386.147836117,428960.701252836
"Wijk -en buurtcentrum Jeugdhaven","2512EX","1204",417,80711.1158178516,454497.558442557
"Wijk- en dienstencentrum De Heldenhoek","2513GV","0",2742,80253.0434645516,455229.55306104
"Wijk- en Dienstencentrum De Kronkel","2512KD","2215",706,80474.1999161576,454654.871320941
"Wijk- en dienstencentrum De Sprong","2512BL","0",1234,81311.8553678797,454511.094654485
"Wijk- en dienstencentrum De Wiekslag","2533GR","0",838,0,0
"Wijk- en dienstencentrum het Klokhuis","2585TJ","2679",1139,80577.9933778338,456510.991913089
"Wijk- en Dienstencentrum Noorderbreedte","7891BD","970",464,263092.992488452,527774.996872192
"Wijkaccommodatie De Vlonder","6043WD","1351",604,199304.517213811,355709.929924034
"Wijkaccommodatie Herteheym","6049AK","1720",788,195417.286279375,354552.052738716
"Wijkaccommodatie Het Trefpunt","6045EL","1702",576,197904.932339329,354329.784032814
"Wijkaccommodatie Vredenburcht","6835CD","1700",471,190121.740744438,440883.96717448
"Wijkberaad Leyenburg","2547LK","2878",643,78191.9982634207,453443.999599167
"Wijkcentrum","3241AA","1698",987,70660.2548408836,418975.590209435
"Wijkcentrum 'De Koepel' (16-03-2022)","1216JC","1576",1146,138141.404284101,469756.433604751
"Wijkcentrum 'St.Joseph' (vervroegd 15-03-22)","1223LD","0",1436,142134.764364652,470721.394437763
"Wijkcentrum 't Baken","1431JA","1330",662,112731.392009221,475647.578520366
"Wijkcentrum 't Benoordenhuis","2596XH","0",2467,82026.9950258316,456480.990760855
"Wijkcentrum 't Blikpunt","7577JA","0",1176,259385.465345945,482917.210009014
"Wijkcentrum 't Kattegat","2133DX","1488",841,106116.178089471,480460.228996817
"Wijkcentrum 't Knooppunt","8933GS","1641",672,183557.379856231,578869.225132467
"Wijkcentrum 't Sant","5042WS","1844",784,131533.238124977,397973.709503776
"Wijkcentrum 't Spinneweb","9611EE","0",1099,248120.966255496,576341.029449503
"Wijkcentrum 't-Vuronger","1271SC","1146",189,144412.497701241,479103.960287039
"Wijkcentrum ’t Stekske B","5803BV","2456",1253,196971.170164616,393968.663227448
"Wijkcentrum Alleman","1183JM","1235",1006,120282.598520659,480055.799940852
"Wijkcentrum An de Koel  (ipv Harlekijn)","6372AC","1483",512,199379.919385183,321826.883634097
"Wijkcentrum Angelslo (ma)","7824CW","0",1355,258631.993115751,533637.998717405
"Wijkcentrum Bezuidenhout","2593CH","2325",913,83114.343764558,455810.521791963
"Wijkcentrum Bezuidenhout-West","2595WS","1986",486,82569.9991710264,455026.999345635
"Wijkcentrum Bilderdijkhof","1422DT","1764",763,116655.082865953,472955.267143806
"Wijkcentrum Bilgaard","8918HV","1270",744,181976.516292737,581104.207503093
"Wijkcentrum Boerderij De Kroon","6845AC","1542",655,188081.93132327,440038.287378701
"Wijkcentrum Bouwlust","2544VS","0",1269,77545.8099183156,451273.734113022
"Wijkcentrum Burghardt","6512DR","0",2162,187291.993824856,427995.508254659
"Wijkcentrum Daalsehof","6521GT","0",1379,188421.903818322,428187.111247215
"Wijkcentrum De Admiraal","3317BC","200",1339,104390.612682962,422713.358633654
"Wijkcentrum De Akkers","3206TB","1227",2662,81460.5719625471,427661.500986657
"Wijkcentrum De Amazone","2135MC","2487",1594,106167.550192494,478899.601305752
"Wijkcentrum de As","8446SC","0",1356,190367.995531758,551859.999408678
"Wijkcentrum De Back","5037MJ","1844",1142,131999.405013176,396171.678813783
"Wijkcentrum De Bakermat","6814JA","1735",1221,189826.312716764,444935.259306829
"Wijkcentrum de Baselaer","5014NK","1844",1454,134456.235605886,397991.340289439
"Wijkcentrum De Berk","9741JV","1311",530,232803.9101172,583704.651703587
"Wijkcentrum De Biezantijn II","6541TN","1886",1319,186386.147836117,428960.701252836
"Wijkcentrum de Boerderij","2131TG","1384",719,106587.706042377,479643.049539062
"Wijkcentrum de Boerderij","5702JD","0",901,174419.051568365,390097.709659731
"Wijkcentrum de Bolder","1186EP","1235",1090,0,0
"Wijkcentrum de Bonte Veer ()","1602PV","0",2685,147549.671181442,524910.744594708
"Wijkcentrum De Brack","6546XS","0",1198,182134.066854375,427079.861288815
"Wijkcentrum De Brink","6603JR","2201",851,179458.137116659,422988.106522508
"Wijkcentrum de Bult","6931WP","1202",327,0,0
"Wijkcentrum De Deel","5052BL","1510",385,131715.999900082,393085.000893324
"Wijkcentrum de Doorkijk II","6651HZ","1613",1310,169338.101062541,432736.912626621
"Wijkcentrum De Drieschaar op 16  2022","6951LZ","2281",959,203301.176735552,453237.524885581
"Wijkcentrum de Dukdalf - ","8242EK","0",821,159023.867,503004.044
"Wijkcentrum De Erikant","5508DJ","2125",820,155027.060133208,381813.685587745
"Wijkcentrum De Geest","2551ZC","1670",635,76396.8457970969,452959.94219631
"Wijkcentrum De Geus (16-03-2022)","1221BV","2267",599,141110.118000233,471271.274135167
"Wijkcentrum De Harp","2901CN","0",1232,98234.8982226042,436537.515619974
"Wijkcentrum De Hengelose Es (B)","7556LN","2057",2623,250872.000207977,477327.000454453
"Wijkcentrum De Hille","5345WB","1220",4175,162957.715352205,419779.357088551
"Wijkcentrum De Hofstee 15 ","2622DW","400",2727,83891.42,444696.43
"Wijkcentrum De Horizon","2022DM","600",1488,105117,491077
"Wijkcentrum De Hyacint","2565DD","2468",1299,77684.7448050518,454777.030602341
"Wijkcentrum De Kempenaer","8442EM","1239",594,191440.254524073,551672.365403046
"Wijkcentrum De Kern","9601XD","2006",681,247404.607584596,576345.471715392
"Wijkcentrum De Klokketoren","6532AD","0",1263,185903.372634899,426924.996804763
"Wijkcentrum De Koloriet/Kleurrijk","3314TK","2514",652,0,0
"Wijkcentrum De Koppeling B","3704KS","1200",1069,143431.212973729,454890.287340666
"Wijkcentrum De Kouwe","9201TE","1502",510,203045.932,569891.986
"Wijkcentrum de Kreek","3206HK","1350",925,81842.5668223242,427040.043463312
"Wijkcentrum De Malbak","1261NK","1378",871,146719.532113786,477753.500456056
"Wijkcentrum De Nieuwe Silo","2132VJ","1166",732,107475.183837833,478868.730675354
"Wijkcentrum De Parel 15 ","2614HE","400",1322,82988.29,447656.81665681
"Wijkcentrum de Pit (ma 14-03)","4462TL","0",2107,51160.7398873242,390713.790895503
"Wijkcentrum De Ringvaart","2035VD","600",1185,105573,486516
"Wijkcentrum De Schakel","6533MA","0",1521,186615.009811657,424695.926281343
"Wijkcentrum De Schakel","9731AA","1311",1290,235932.093748841,582907.688014253
"Wijkcentrum De Schalmei","6544TN","0",1555,184329.379770904,427021.38870172
"Wijkcentrum De Skammel","9205DE","1695",690,199729.339,567696.017
"Wijkcentrum De Sperwer","2926TA","1400",1409,101374.200988899,436139.926304665
"Wijkcentrum de Spinne 2","4463CV","1532",927,50312.7398173765,392944.660132666
"Wijkcentrum De Stek ","1951CD","0",1061,104609,498191
"Wijkcentrum De Sterrentuin (B)","7557XX","1705",1198,252346.000209301,477370.000454444
"Wijkcentrum De Tempel (B)","7552JZ","1373",1397,253386.000210264,476364.000453808
"Wijkcentrum De Turf","6538DH","0",962,184135.468024945,424673.740708582
"Wijkcentrum De Utwyk","9201XE","1786",862,202049.548,569948.596
"Wijkcentrum De Vleugel","2624LD","1884",721,83743.74,445915.36
"Wijkcentrum de Vuurtoren","3994KE","0",1733,141492.358440006,447400.575077469
"Wijkcentrum de Wereld","2034SB","600",1397,104921,485723
"Wijkcentrum De Wildacker","5051ST","1606",448,132118.000091537,392327.000846098
"Wijkcentrum De Ypelaer","5049EM","1844",1258,133619.810321633,400092.579579203
"Wijkcentrum Delft Noord 15 ","2612CB","400",819,84068.4675781736,448916.109652672
"Wijkcentrum Den Hoender","5801EN","1968",725,195310.84850588,393418.446969883
"Wijkcentrum Draaikom","1274NS","2185",413,146901.155948413,478810.200760794
"Wijkcentrum Dukenburg","6537EP","0",959,183540.307833308,424895.561296454
"Wijkcentrum Dukenburg","7039EP","0",196,0,0
"Wijkcentrum Elderveld","6843JM","2366",1137,187699.46894247,441453.93265631
"Wijkcentrum Eltheto","2565CE","2391",1008,77869.589899503,454552.030741837
"Wijkcentrum Froskenburch","8935SC","0",1666,184563.215369186,578169.140941735
"Wijkcentrum Groot Lochter","7442JH","1615",861,229872.530227597,485812.380051947
"Wijkcentrum Hatert","6535RZ","0",1539,185351.440817448,424195.839291614
"Wijkcentrum Heseweide","6543NA","0",1601,185333.910920678,427453.401363957
"Wijkcentrum Het Broederhuis","2032TC","1993",989,104747,488027
"Wijkcentrum Het Buitenhuis","2625RE","3231",1239,83356.63,445262.96
"Wijkcentrum Het Dok","9733CA","0",1789,237515.582214858,584136.928367527
"Wijkcentrum Het Kalhuis","2584HH","1908",888,79062.9970554662,457827.996208182
"Wijkcentrum Het Klokhuis","3816VC","866",1660,156495.810759017,462496.520096615
"Wijkcentrum Het Oude Raadhuis","2282AL","1528",758,82860.5297863074,452654.642841146
"Wijkcentrum Het Trefpunt","2583JH","0",902,77738.9972165997,456471.996560108
"Wijkcentrum Heyhoef","5043RX","1844",2925,128532.836091038,398922.287845728
"Wijkcentrum Heyhoef","5049EM","1844",1959,133619.810321633,400092.579579203
"Wijkcentrum Holleblok","1273EG","2553",1264,145924.264763997,479350.744254114
"Wijkcentrum Huis van de Nude","6702BH","1901",502,173181.885001702,441608.518980477
"Wijkcentrum In De Boomtak","5038GP","1844",1534,133245.785607518,396692.427704188
"Wijkcentrum Jan Ligthart (ma 14-03)","4461NB","0",675,51865.8603190682,391304.049978596
"Wijkcentrum Kleine Beer","3901SH","1734",533,167123.994330301,448823.998610977
"Wijkcentrum Koningshaven","5021BE","1844",973,135069.5662903,395618.090902669
"Wijkcentrum Kubiek 2","3334XN","0",951,102315.944410783,425024.649883344
"Wijkcentrum Kulturhus Hasselo (B)","7558CP","1517",2918,253387.000210204,478441.000455048
"Wijkcentrum Linquenda","2151VC","0",1501,102509.176972917,475352.743553277
"Wijkcentrum Lopes Dias (16-03-2022)","1222VE","3026",976,140714.384114829,472608.990782991
"Wijkcentrum M.R. Hoitsemastraat","3207EJ","1361",846,84129.5247431326,428062.777119569
"Wijkcentrum Mariahoeve","2592TH","1247",496,84201.9986861264,456312.995145851
"Wijkcentrum Meentamorfose","1276AS","1417",750,145697.620839877,478269.350274954
"Wijkcentrum Meerstede (ma)","7815GB","0",1434,256685.993968336,535497.998023103
"Wijkcentrum Nieuwe Stede","5025LK","1844",1266,132972.177304891,395781.104611745
"Wijkcentrum Nijlân","8931CX","1603",700,181363.777070567,577869.709933649
"Wijkcentrum Noord","3202GN","0",1959,81155.6002334372,430199.772474249
"Wijkcentrum Noord zaal 2","1113HM","1702",1950,127081.993688246,484680.890286867
"Wijkcentrum Noorddamcentrum","1187CM","1235",698,117303.719683811,478494.271496239
"Wijkcentrum Oosterboer","7943EX","1526",997,0,0
"Wijkcentrum Oosterkerk","2032WC","600",1277,104925,487898
"Wijkcentrum Oud Rijswijk","2282RZ","2151",1157,82956.894044599,452273.67303484
"Wijkcentrum Panorama","3901SH","1749",375,167123.994330301,448823.998610977
"Wijkcentrum Parkzicht","5709PZ","0",1448,176139.735533509,389613.539177113
"Wijkcentrum Pomhorst","6708CV","1671",549,173865.733873649,442989.015295208
"Wijkcentrum Rozenobel","4205GE","1573",593,126171.83,428152.11
"Wijkcentrum Schadewijk","5348XA","1220",1329,165751.647453812,420012.157207586
"Wijkcentrum Schieringen","8924EJ","1536",451,184010.000350317,580335.000703749
"Wijkcentrum Schollevaar 2","2907BD","1472",1495,99072.8518158958,440373.131603165
"Wijkcentrum Schoneveld","3991MX","0",2859,140353.874140076,447541.747560248
"Wijkcentrum Slangenbeek (B)","7559NM","2052",2912,251776.000208727,479457.000455705
"Wijkcentrum Spijkerbeemden","5022HA","1844",501,134894.33718707,394715.315209698
"Wijkcentrum Spijkerbeemden","5025LK","1844",914,132972.177304891,395781.104611745
"Wijkcentrum Spokie","9602AE","2627",805,245617.329264466,575562.959606185
"Wijkcentrum Symfonie","6828RM","1910",705,192405.996945002,443571.194193445
"Wijkcentrum Titus Brandsma","6542VJ","0",2049,186536.717158004,428386.147609791
"Wijkcentrum Tolhek (Gymzaal)","2642JK","1452",1249,90734.6418475885,447240.457893124
"Wijkcentrum Vijverhoek","2923TP","0",1164,101862.530769745,436414.22720649
"Wijkcentrum Villanova","6542JP","0",1047,186539.578828353,427709.85226072
"Wijkcentrum West","3132AZ","2546",829,81534.7277296563,435991.565981224
"Wijkcentrum Westend 2","1187LS","1235",2032,116723.438423515,477182.261760438
"Wijkcentrum Woldwijck","9602KD","2760",1025,245693.513960297,574424.209357306
"Wijkcentrum Xiejezo 2","3331TB","0",731,103265.343924853,425970.784219476
"Wijkcentrum Zuiderkwartier","5021VS","1844",705,133639.85449634,395572.747143942
"Wijkcentrum Zuiderkwartier","5022HA","1844",772,134894.33718707,394715.315209698
"Wijkcentrum Zuiderzee - ","8223CL","0",714,161794.69,503932.317
"Wijkcentum Daalsehof II","6521GT","1886",1775,188421.903818322,428187.111247215
"Wijkgeb Oos Plekkie in 't Flierpark","7681ZC","1183",279,234947.994904928,497036.999495472
"Wijkgebouw","3261EJ","1815",837,88209.9274159996,426910.91575213
"Wijkgebouw 't Diekhuus","7442ZL","1309",585,229082.089938894,485455.190272343
"Wijkgebouw 't Klankbord 2","3335DE","0",1615,101407.28992989,426021.57998732
"Wijkgebouw 't Lichtpunt","3707BM","1500",1258,145697.960621777,455893.007336604
"Wijkgebouw 't Zandgat","2225AS","2113",1057,87438.0001620119,469436.000456733
"Wijkgebouw ""De Watertoren""","8608CX","2176",601,172884.000258459,559597.000607225
"Wijkgebouw Blokkendoos","7442TH","1239",603,228900.079976322,485977.960148295
"Wijkgebouw Cambuursterhoek","8921TL","1243",518,183675.044136988,580235.293791903
"wijkgebouw d'n Dörpel","5913CZ","0",1985,210827.773841169,376025.635260524
"Wijkgebouw de Arendshof 15-03-2022","3882JJ","0",1336,168986.506344827,474472.327148124
"Wijkgebouw De Bloemfontein","5462AE","1485",454,165106.000130687,402498.000408647
"Wijkgebouw de Brake","7442AX","1411",608,228953.110411748,486538.810894524
