"Street/Name","Zipcode","Invited","Turnout","X","Y"
"Gymzaal Theo Thijssenschool","4384PA","1390",489,27566.5900070724,387947.825006253
"Gymzaal Tolhuis","6537PN","0",865,182721.334692259,425602.659941083
"Gymzaal Tuinstraat","2921XH","1469",607,99594.9621391996,436487.919489816
"Gymzaal Tynaarlo","9482PP","1438",764,0,0
"Gymzaal Van Alkemadestraat","2614EP","1935",368,82988.7879458881,447454.705176805
"Gymzaal Van den Broek-Erf","3315SB","2536",893,0,0
"Gymzaal Van Schendelstraat  bureau 2","3319RN","2585",1295,0,0
"Gymzaal Van Spaenweg","6862XH","1967",880,187077.000150711,443899.000435153
"Gymzaal Van Tienhovestraat","2613XC","2111",380,0,0
"Gymzaal Verdilaan","3208NH","3127",788,81289.3157968042,427902.41144708
"Gymzaal Verdistraat 2","5343VC","1220",836,163995.440466078,418266.427972551
"Gymzaal Vergeet-mij-nietjestraat","1338SE","1789",469,147832.36,489228.368
"Gymzaal Verhulstlaan","5012GA","1844",589,135131.382831567,399333.700117856
"Gymzaal Verlengde Lodewijkstraat","9724EK","1311",608,234588.347184693,580887.055407278
"Gymzaal Violenstraat","9712RH","1311",1049,233445.69684773,582669.571855834
"Gymzaal Vlinderveen","3205EB","1066",1145,82946.4040217613,427823.258339674
"Gymzaal vm Sperkhemschool","8606CC","1214",418,173669.994117147,560402.999123567
"Gymzaal Vogelzand","1788MJ","1325",1116,111317.666400363,545179.947213898
"Gymzaal Vondelstraat","1901HT","1817",265,105664.603198458,507932.762998599
"Gymzaal Voorhof - ","8212CA","0",1055,163125.494,502929.054
"Gymzaal voormalige BS Rumpenerhof","6443AE","1603",228,196367.833370939,328009.123535162
"Gymzaal Voorst 'De Wiekslag'","7383XM","1097",427,0,0
"Gymzaal Voorstraat (2)","8226KL","1896",1543,162334.468,500723.824
"Gymzaal Vrijmark","1355GK","2002",813,143954.249630301,484040.175695815
"Gymzaal Walingstuin","1902BC","1309",795,106624.887992718,506865.155532299
"Gymzaal Welhorst","3332RP","1886",615,103632.416747481,426562.067640314
"Gymzaal Westmaas","3273AL","1784",995,91699.4779435907,422567.099045888
"Gymzaal Westwijk 2","1187DA","1235",868,116430.300423913,476928.679763609
"Gymzaal Widar Vrijeschool","9725KA","1311",1075,233854.939590957,580744.994317128
"Gymzaal Willem de Vlaminghstraat","1335PP","2450",1025,148724.770453125,490892.694934786
"Gymzaal Witsen","6813HP","1325",999,188788.879205286,445704.93493549
"Gymzaal Wold","8225AN","1703",573,161969.268,502216.054
"Gymzaal Wolfheze","6874AJ","1493",759,182876.000146845,446359.000436722
"Gymzaal Wormerstraat","2131AX","1397",542,107444.675202092,480619.398557969
"Gymzaal Zijlkwartier","2352RA","0",800,95685.1103932681,464001.440841715
"Gymzaal Zoete Inval","3901SM","1596",235,167121.974500711,449050.371405975
"Gymzaal Zuid, Basisschool De Vijfmaster","5463ET","1425",482,166579.000132055,402363.000408555
"Gymzaal Zuiderkruis","3902XX","1935",674,167565.996735522,448561.000135811
"Gymzalen Melisseweg","9731BX","1311",687,235500.774109865,583707.116358124
"Gynzaal Vierhouterweg","8075BJ","1268",762,182518.142408194,478321.568154763
"Gytsjerk, Gymnastieklokaal 16 ","9061BM","1861",1056,188453.000414549,583804.001060724
"H. Dominicuskerk","6524RN","1886",1083,188218.077036734,426933.824246199
"H. Martinuskerk","5551AW","0",1046,158376.687096282,373348.632714496
"H.R. Hartlief Buinen","9528PC","686",363,252766.415128946,550334.449010336
"Haags HipHop Centrum","2521BB","1060",90,81829.7105446227,453502.272280841
"Haagsche Rugby Club","2597HM","0",1177,82425.99658128,458194.994340346
"Haagse Sport Centrale","2521AV","885",438,0,0
"Haarlemse Korfbal Club","2023KW","1126",781,103410,490358
"Haarzichtsingel 15 ingang via achterkant","3451MB","959",466,129104.20561844,458396.809165512
"Haga Ziekenhuis","2545AA","0",654,77950.079526327,452614.095010209
"Hagestein Dorpshuis de Biezen","4124AK","1350",717,136855.656786808,443423.356131885
"Hageveld","2102LM","554",185,103564.000074698,484755.000459892
"Hagukumi Aikido Dojo","2564KM","0",425,77856.5478495649,453990.384107749
"Hal NS-station","5121EA","2296",1209,122907.641107603,399574.588209271
"Hal Stadhuis","4382LG","0",2313,0,0
"Halsterse Tennis Vereniging","4661RK","1893",453,78361.4603825446,394845.471020852
"HAN Nijmegen","6525EN","1886",845,187870.663255719,426496.019634197
"Handboogschutterij Pijlsnel","1121PC","0",265,122192.717223345,492858.968602226
"Handboogsportvereniging Rozen van Oranje","5591GH","1369",436,167803.133301848,377273.021506142
"Hangout Pecto's","2665KP","0",405,96782.000349541,446333.00002138
"Hanzeheerd, Brinkhoven","8181DB","54",24,0,0
"Hanzehof ingang Buitensociëteit","7201AA","697",322,210718.789935596,462541.903557631
"Happy Days ()","1613KV","0",1042,144460.996653102,522956.997419197
"Harens Lyceum","9471EC","1471",814,0,0
"Harkema, Clubhuis 16 ","9281RD","1781",717,205236.265355555,577995.899683061
"Harkema, Sporthal De Fûgelkamp 16 ","9281MA","1594",704,204587.99578702,577753.999559679
"Harmonie Zaal","6077AJ","1387",199,197975.000161707,350994.000373582
"Harmoniecomplex (RUG)","9712EK","1311",978,233468.234102517,582025.889979095
"Harmoniezaal Banholt","6262NX","824",555,185015.990931774,311313.99721458
"Harmoniezaal Eckelrade","6251NB","580",350,181580.992117001,313023.999991566
"Harmoniezaal Mheer","6261NH","0",609,183582.994403781,310148.004563471
"Harmoniezaal SUN-plein","6373LG","1552",634,200654.052154419,324427.350338445
"Harmpje Visserschool","8322GH","1233",827,171802.863720037,519528.34371905
"HART Haarlem","2012CH","1002",593,103731,487709
"Hart van Heuze","5725AN","2128",759,181292.993429363,377080.989843415
"Hart van Moerwijk","2531KA","0",538,80112.2556022508,451190.037288646
"Hart van Vathorst","3825LX","866",1922,157856.021134071,467568.160673295
"HC Klein Zwitserland","2597KA","723",316,81151.9982562636,457993.994024881
"HC Ypenburg","2498BK","1218",548,86391.7700886415,449945.694396709
"HEALTH & SPORTS CLUB WESTDUIN","2566DA","1130",1037,76616.5957826494,454906.950749499
"Heemkring Molenheide","5126CE","2243",736,124066.506228696,395044.848520109
"Heemkundekring de Heerlijkheid HLZ","5591NE","1301",634,167426.265707947,377095.194979136
"Heenweg CBS De Kameleon MA","2691LR","0",607,72108.7037829673,444280.790415478
"Heer Arendhuis, s-Hr Arendskerke","4458BC","1325",661,46435.9997318807,390435.000063742
"Heer Hendrikhuis, s-Hr Hendrikskinderen","4472AN","1063",564,48963.3398137265,391446.420769561
"Heerdenhoes","9736EN","1311",418,235922.594648192,585372.72210388
"Heerenhage","8446DC","1036",331,189938.031030029,552147.037261065
"Heerlijke Streken","9685AW","927",396,265276.108,576731.179
"Hei- en Boeicop Sporthal de Copper","4126RW","950",551,134153.117081548,439469.260149237
"Heidehuus","7025CL","424",288,227377.752117891,447241.204241841
"Heidelberglaan 100","3584CX","846",527,140771.81623859,455312.601439204
"Heidelberglaan 8","3584CS","1761",1567,140500.11179857,455230.977428433
"Heldring College Den Haag","2517RZ","6",835,78844.0787407478,455431.561484349
"Helpende Handen (Raalte)","8101PP","1726",713,215095.325356066,488099.898315899
"Helperkerk","9722GJ","1311",862,234916.67366809,579817.873240637
"Helster 3","6661AW","1145",1032,186643.166110758,437407.158991986
"Hempens Dorpshuis de Bining","9086CH","0",1005,185078.639273785,576996.445453882
"Hemrik, Dorpshuis","8409JW","640",387,205149.64426328,560961.725800002
"Hendrika v Tussenbroekln 1A ingang Petristraat","3533SZ","653",472,134105.023542133,455116.402797433
"Hennes Automobielen BV","6533HJ","1886",912,186193.231816224,425020.537281335
"Herberg de Gekroonde Leeuw","8822VB","819",466,160855.197204172,571523.247961997
"Herberg Den Hemel","5081HG","0",269,137226.429367869,389875.571789436
"Herberge De Trochreed","9067DM","152",109,189715.629759165,586408.112194821
"Herculesplein 241","3584AA","65",256,138482.368793709,454545.82601752
"Herengrachtkerk","2312LE","0",2779,94263.239,463760.069
"Hergerborch","2651DA","0",808,92617.8347705698,445230.500248998
"Herinneringshuis Van Lith","5344VN","1220",1328,163324.377924647,418166.72284044
"Hersteld Hervormde Kerk, Genemuiden","8281MT","1270",1162,198645.840160341,515498.810477788
"Hertenkamp 16  ","2061BA","577",323,102221.999995667,491376.000206461
"Hervormd Centrum","9041AA","0",483,172187.604757119,584109.294244225
"Hervormd Centrum De Ark","4281LH","1050",717,132479.809,421606.974
"Hervormd Centrum De Rank","7683BN","961",686,230264.994941356,497881.999518624
"Hervormd Centrum Hoofdweg ()","7676AK","0",1051,238751.718883032,497618.535467712
"Hervormd Centrum Veen","4264RH","1511",696,135616.495,421200.123
"Hervormd Centrum, Genemuiden","8281EK","1662",939,199717.35016131,514711.000477333
"Hervormd Kerkelijk Centrum","8081CL","1096",614,185490.141538757,495764.258631714
"Hervormd Verenigingsgebouw","8191LV","1622",834,202003.668268565,493978.461227468
"Hervormde  Kerk Elim","8084HB","1826",1067,188727.764030129,492257.245813487
"Hervormde gemeente Goede Herderkerk","8162VW","0",505,195548.785865614,484119.039885131
"Hervormde Gemeente Sionskerk","8161VV","0",513,195680.967214904,484200.200022387
"Hervormde Kerk","1243JG","1249",651,136897.999914446,472662.000190374
"Hervormde Kerk","4311AS","1581",646,65682.9248975007,408975.518849122
"Hervormde kerk 'Het Visnet'","3848DE","845",1713,172843.260336576,484625.801390235
"Hervormde Kerk Aalburg","4261BL","1551",807,137585.662,418154.537
"Hervormde Kerk I","2661CB","0",2932,94037.4829294315,444925.365280973
"Hervormde Kerk Kootwijk","3775KP","267",195,181200.38650552,466306.673727168
"Hervormde Oosterkerk","8081DN","1781",797,186883.662624702,495418.073397326
"Het Anker","2225ES","2008",554,87467.5948172298,468813.518940151
"Het Anker","4761CD","1599",209,101027.705076257,406535.065406239
"Het Anker","5301TE","743",694,145149,424049
"Het Anker","9354AR","939",464,219422.942288428,571506.440495226
"Het Anker","9982HC","847",607,243806.00012929,604093.000215019
"Het Anker Oosterwolde (15-03)","8431AH","0",1080,215276.336174366,556166.816499834
"Het Apostolisch Genootschap","1602JA","1479",631,146781.923594892,524884.155720217
"Het Baken ()","3446GS","0",1861,121996.974946563,455584.62801864
"Het Bakkershuis","7481GL","1317",720,247683.00021282,463488.000517872
"Het Bestegoed (gymzaal 2)","3921CM","1500",1966,162424.53824789,444348.073551985
"Het Blauwe Meer","7091JJ","0",185,230192.025056069,430708.630666565
"Het Bolwerk","4386EA","1273",579,29565.041109893,387886.867922308
"Het Bolwerk","9812PL","280",220,223128.235491174,581535.706444269
"Het Bondsgebouw","6651AL","1786",970,170388.387387703,433744.092465113
"Het Brabantse Land","4283GM","1264",761,130278.779,422880.599
"Het Brandpunt","2132BW","991",313,107396.678858657,479611.312472104
"Het Brouwershuis (Broekhuizen)","5872AE","633",418,209014.992315111,388859.996881555
"Het Buiten-land Pitch & Putt","8939DA","1485",788,186209.367343756,577551.01185036
"Het Chaamsche Wapen","4861AC","1808",688,118570.051128433,390793.67896397
"Het Couvéehuis","2582HJ","2367",986,0,0
"Het Cultuurhuis","2931EC","1246",755,102830.719861372,434154.541255617
"Het Diekhuus","3241GA","1518",844,70344.9372127617,419730.885923797
"Het Dorpshuis","5556VL","1080",534,159036.6890339,367766.568363557
"Het Dorpshuis (gymzaal)","3911CX","900",1535,168656.538054262,442725.41659328
"Het Dorpshuis Valkenburg 2","2235BC","1338",1090,89701.9999087652,466269.000694898
"Het Erf (H. van Boeijen)","7943AD","1478",866,0,0
"Het Floreshuis","9715HH","1311",1525,233924.467646633,583472.957058697
"Het Gasthuis","5481HL","1426",549,156923.000123088,403402.000409245
"Het Gebouwtje, buurtgebouw Stokkum","7475MV","917",438,232010.839079771,470334.522098281
"Het gemeentehuis","9203RM","0",2350,202533.537,568758.521
"Het Gildehuis","4033GP","1973",875,164068.000129639,439688.000432631
"Het Huis van Noord","2871WG","1704",552,0,0
"Het Huis van Waalre (Woensdag)","5582JV","650",2204,160169,378070
"Het Kerkhaventje","2225HC","0",720,86980.0003086389,468719.000133932
"Het Kinderlab","2907WD","1994",717,100390.288232126,440576.716712122
"Het Klavier","5171CV","250",2122,130467.679679082,407934.133979825
"Het Klooster Raadszaal","5671GA","0",2479,166184.000226586,387274.00052848
"Het Koetshuis (ingang schoolstraat)","2931AG","1438",646,102409.799920754,434080.200150421
"Het Kompas","4617LG","0",2257,78179.144552163,388458.858817456
"Het Kompas","4741AV","1340",419,99517.0000696878,399236.000406065
"Het Kompas","7523HK","0",1364,257314.899,473303.0583
"Het Kruispunt","3894BA","0",869,164496.473194284,483899.783140559
"Het Kruispunt","3994AC","0",776,140652.801310369,448365.304813089
"Het Kruispunt 2","3894BA","0",904,164496.473194284,483899.783140559
"Het Kulturhus","7622CP","1332",516,248506.000216232,480254.000610306
"Het Kwartier","2821VB","1492",1082,112730.368191354,443015.789223201
"Het Markehuis Grolloo","9444XE","921",597,241192.995207303,550815.99908451
"Het mooiste blauw basisschool","5674CK","837",399,164937.126829103,386040.32767043
"Het Mozaïek","3893EB","0",513,163932.997864521,483211.995527099
"Het Noaberhoes","7491AE","1159",409,244292.128451783,475353.901079376
"Het Noaberhuus","7447CM","1996",959,227362.250303807,489351.660059426
"Het Numans-Dorps-huis","3281LK","1540",708,89413.4958829163,417055.505985786
"het Omnium","4463AB","1834",545,51459.7801327956,392271.440440685
"het Omnium (ma 14-03)","4463AB","0",756,51459.7801327956,392271.440440685
"Het Onderdak","2171ER","1832",783,96042.2812650692,471020.807692411
"Het Oude Slot, Markt 21 Schagen","1741BS","1024",425,115166.94890683,533380.635997649
"Het Pand voor de Wijk","9715HG","1311",249,233781.180375348,583437.398111107
"Het Parkgebouw 2","7461BT","0",1883,232865.776848839,480881.131550135
"Het Parkholt","9675JA","1319",728,265118.63,575709.013
"Het Pluspunt","7863PB","783",454,242774.29336922,529109.084048913
"Hét Postkantoor ()","1611AA","0",2452,144759.998290574,523379.000958459
"Het Punt ()","7681ZP","0",1398,235285.581225436,497366.731265496
"Het Raadhuis","7009KL","0",637,217523.819735621,444045.891076977
"Het Raadhuis","7901BP","0",2042,228476.999972247,527085.000072476
"Het Raadhuis ma","7009KL","0",485,217523.819735621,444045.891076977
"Het Raadhuis Udenhout","5071EJ","1844",829,137930.087447902,402590.974708418
"Het Reirinck","7141HE","532",343,241528.529128391,450021.323510392
"Het Saalmerink","7481EN","97",34,0,0
"Het Schakelpunt","2585CB","734",678,80745.9980770928,456372.992509428
"Het Schuttershoes","7481VP","1013",462,246672.559353354,462509.553026585
"Het Sinterklaashuis","3311PP","2359",532,0,0
"Het Speelhuis","5707DZ","0",1149,173167.117647915,387788.326463971
"Het Spookhoes","7626LV","447",313,248477.139080118,482245.84896205
"Het Stadhuis","2011RD","1000",1508,103785,488436
"Het StrandHuis Meerstad","9613BH","1311",445,239983.196995007,582482.854079357
"Het Tehuis","9663RC","1598",497,260408.000108993,566448.000304507
"het Tonnenmagazijn","4318AC","1112",597,53344.0664774823,416400.56402254
"Het Trefpunt","1156BM","1465",995,135977.06599049,497080.548862382
"Het Trefpunt","2202HJ","1335",700,90017.1000622101,473244.40045277
"Het Trefpunt","2235CB","1460",294,89927.9997458032,466129.000933073
"Het Trefpunt","4793EP","1307",529,91513.7583649757,405781.026085962
"Het Trefpunt ","2235CB","0",531,89927.9997458032,466129.000933073
"Het Trefpunt 16  ","2121AJ","1154",727,100780.999772495,481868.001047873
"Het Trefpunt ingang Ontmoetingskerk","4254CC","1196",847,124819.728,425330.152
"Het Trommelslag","7002AZ","0",520,218038.003063244,443169.091807919
"Het Turfschip 2","4871KK","1677",1564,104317.760132282,400124.078419211
"Het Veerhuis 3","4751CS","2056",830,90509.0000613276,400220.000406571
"Het Venster","8071TA","1083",533,182072.991503419,488439.775691585
"Het Verenigingsgebouw","9341BK","1181",475,222436.993703304,560975.998685877
"Het Vitusgebouw","1261JB","1339",300,145583.150112751,475969.356454985
"Het Waterland","2334EM","0",510,93452.2863275477,465239.318428012
"Het Waterwiel","3317NJ","200",46,104504.647595291,422848.839703369
"het Wilhelminahuis, Wilhelminadorp","4475AR","1444",649,51710.5489428753,394535.085721025
"het Willem van den Berghcentrum","7041CW","1872",544,214258.292,432634.145
"Het Witte Kerkje","6041LN","744",500,196479.436385399,356115.355440361
"Het Witte Paard","7136LG","1657",1024,232720.002855929,446840.486920862
"Het Wooldhuis (Heino)","8141RV","1082",27,212659.123235032,494124.311729128
"Het Zonnehuis","3136EA","1222",434,83475.0313491874,437793.986692228
"Heycopplein 1 ingang achterkant via Bijleveldstraat","3521EX","2029",1495,136088.971131037,454642.734357852
"HFCC Racing","2544EK","1819",209,76430.3550125219,451100.842969186
"HHC Winsum","9951HX","1022",571,231153.992649532,593877.998390177
"HHG Kerk ()","2935SB","0",1034,102877.040073252,438708.59800202
"Hijum Dorpshuis de Kampioen","9054KK","455",219,180197.992385521,589603.22835052
"Hilversumse Schoolvereniging (16-03-2022)","1213BM","978",549,140897.041367259,469844.502042143
"Historische Kerk Oost-Souburg","4388AH","0",1685,31116.2466790664,387703.246875328
"Historische Kring Voorhout","2215BG","1712",694,93720.3097396744,470992.337440962
"HKV Ons eibernest","2541RL","2469",264,79396.7712403198,451326.551462258
"HLTC De Metselaars","2586HG","344",235,79615.1527853183,458358.060444923
"HLTC Marlot","2594BB","619",398,84211.8350124223,457545.369932156
"Hockey Club Wateringse Veld","2548AE","0",262,79581.7394236558,450704.736212093
"Hockeyclub Bully","7576WV","1374",473,257953.812880884,482340.701208232
"Hockeyclub Catwyck","2221KJ","1705",695,89364.7593830987,469659.668471254
"Hockeyclub Etten-Leur","4873DA","1677",585,104243.383441544,397334.169372181
"Hockeyclub LOHC","2341LM","1408",869,93019.0855572145,466527.518354533
"Hockeyvereniging Sjinborn","6301XH","1415",304,186138.937511731,320647.776272743
"Hoef en Haag De Keuken van Hoef en Haag","4125TD","1700",602,136402.153057619,444331.066823989
"Hoeflo Harfsen","7217SZ","803",404,216996.37017761,469114.150450289
"Hoendrik 1","6674BW","1284",1274,179137.49617966,435719.365178803
"Hoës van Bree","5993BT","2012",1126,201065.375892862,374436.042963536
"Hoeskamer Arensgenhout","6336VW","1689",492,187155.596458324,322137.303431307
"Hof van Ammers","2964BC","1611",997,115920.81191397,437357.17176895
"Hof van Bussloo (Het Kleine Hof)","7383RP","1009",282,0,0
"Hof van Lelystad","8219CG","791",377,164425.602,503095.826
"Hof van Transwijk 16","3526XB","1601",672,135359.684286304,454043.679725777
"Hofje van Buisman","8151AR","1246",507,220365.265528221,495718.671850686
"Hofke van Marijke (2)","5753BE","1350",1387,182820,384898
"Hofkerk","2613WP","2111",678,83318.2490651903,447442.972469806
"Hofstad Lyceum","2552HA","1875",818,0,0
"Hoftheater (Raalte)","8102MH","1868",754,214961.094272778,491089.079271622
"Hoge Woerdplein 1","3454PB","1679",948,131332.243825105,455503.751016927
"Hogeschool InHolland","2593AN","1835",586,82504.2661057798,455596.613115621
"Hogeweide 6","3541BC","1456",507,133397.001869536,455861.319776406
"Holland Opera/ De Veerensmederij","3812BH","866",1158,153290.801903601,463157.134288245
"Hollanderhuuske","8932ET","0",1052,181921.000234567,578692.000241225
"Holleblok ","1273EG","0",919,145924.264763997,479350.744254114
"Hollum","9161CC","1073",708,171691.999850109,606574.000271106
"Homeruslaan 40 ingang gymzaal Minervaplein","3581MJ","1406",776,0,0
"Hondsrug 19","3524BP","1695",2770,137800.836301111,452909.963394997
"Honkbalvereniging Zuidvogels","1277AZ","2036",408,147119.432837554,478414.641108146
"Honselersdijk Basisschool De Hoeksteen","2675XT","1422",350,75470.7683587092,447242.165575805
"Honselersdijk De Hunselaer","2675XJ","1422",580,75376.1209700377,447094.19301239
"Honselersdijk SV Sosefhal","2675WN","1422",236,75606.4999863968,446697.160121948
"Honselersdijk Zalencentrum Hemelsblauw MA","2675CL","0",1774,75501.6453167913,447430.972968606
"Hontenissehal Kloosterzande","4587BL","1262",287,59702.039969204,376619.99007424
"Hooge Werf + Ghijseland mobiel ","3171BJ","180",56,86473.7585190207,430121.319171423
"Hoogheemraadschap Delfland","2611AL","865",796,84092.73,447529.99
"Hornbach","2497GS","2652",288,84465.627105585,449460.575498827
"Hortus Haren","9751NN","1311",751,236323.930293169,577723.092721439
"Hortus Overzee","1782SM","1140",586,112470.841988093,552464.534786477
"Hotel De Watertoren","3319LC","631",3259,108702.986112083,423106.980028654
"Hotel de Wereld","6703CD","900",1262,174274.716161973,442159.960408909
"Hotel Dekkers","4641CP","1912",480,81375.0000524126,378968.000392191
"Hotel Heidehof","8445SR","1349",747,192249.999840357,549994.00053455
"Hotel Inn Salland (Raalte)","8101AB","1526",339,214777.427929029,489991.845284466
"Hotel Merlet","1871AC","1228",631,108159.99343801,523797.996521938
"Hotel Newport ","1271DE","0",619,145667.355564795,480417.684308262
"Hotel NH Atlantic Den Haag","2554EJ","0",1050,75143.2588289146,454147.180562336
"Hotel Nol in 't Bosch","6704PA","1568",646,177606.601963305,444029.263788339
"Hotel Restaurant Campanile","3135GP","1666",358,84507.6101402697,437688.542600085
"Hotel theater Figi ()","3701HS","750",2055,144877.934456464,454874.636283557
"Hotel Van der Valk","8941BR","1780",864,182616.187395606,575087.440891573
"Hotel Victoria","1865AB","300",220,103854.99584055,519466.000125518
"Hotel Villa Nova","8437PB","421",244,213250.992509246,548733.995203471
"Hotel Zuiderduin  15  2022","1931VL","0",1011,103381.338929381,514594.954041567
"Hotel Zwartewater Zwartsluis 15 ","8064PC","0",1178,201344.340162729,516969.120478587
"Hotel-Restaurant De Engel","2161DG","1227",567,97018.9983819477,473025.996790015
"Hotelschool The Hague","2587AH","39",305,80017.6946261801,458305.059783286
"Hou van je huis","2514CJ","199",269,81337.9956785804,455727.998992955
"Houtrust","3829BC","866",296,0,0
"HTC Tennis, Rooijseweg 7","5691PA","1070",175,162037.69731116,392786.230097825
"HuB","6461DR","0",2177,202552.692263435,319812.201976706
"Huis Brakel","5306BC","1175",587,135127,425442
"Huis de B","9718RZ","1311",579,0,0
"Huis van Albrandswaard","3161KP","1500",592,88430.5929103981,430587.10672363
"Huis van Cultuur en Bestuur","9603AE","0",2623,246659.335986638,574983.709933641
"Huis van de Buurt 't Kruidvat","1112BE","1473",505,125801.83938409,483204.864279612
"Huis van de buurt 't Kruidvat ","1112BB","0",445,0,0
"Huis van de Buurt De Kooi","2315CD","0",694,95027.590979212,464308.723209416
"Huis van de Buurt Het Gebouw","2315VA","0",1518,94936.0441613526,464603.585773358
"Huis van de Buurt Matilo","2314XH","0",1371,95304.9793965159,462849.957189464
"Huis van de Buurt Morschwijck","2332JC","0",1025,91719.546859677,463754.480460527
"Huis van de Buurt Op Eigen Wieken","2317AN","0",1546,94808.436225181,465421.862676888
"Huis van de Buurt Stevenshof","2331GW","0",1226,91146.4449985475,462880.540704948
"Huis van de gemeente","6602DB","0",2621,178685.000066563,424481.000137338
"Huis van de Gemeente","3911MG","2206",1147,167428.098237966,441477.069846017
"Huis van de Gemeente","5981CC","1649",980,196217.044500892,371342.324746802
"Huis van de Gemeente ()","3911MG","0",1276,167428.098237966,441477.069846017
"Huis van de Stad","3841AA","871",2524,171030.477359751,484943.948510198
"Huis van de Waterwijk","1316KX","1322",672,143997.652603429,489022.687430438
"Huis van de Westrand","4703HX","0",1058,89469.3829027991,394537.021860842
"Huis van de Wijk Fascinatio","2909VA","0",698,96772.4409367404,436749.621149035
"Huis van de Wijk op den Berg","5915ES","1288",382,210777.633135735,374358.102730643
"Huis van de Wijk Venlo-Zuid","5912XN","1663",703,209132.564965993,374761.077025288
"Huis van Droo","6921WJ","1232",363,198464.417876896,439649.495299095
"Huis van Eemnes. Dijkzaal B","3755EZ","1261",1041,146640.000113707,474105.000453853
"Huis van Eemnes. Dijkzaal B (Vervroegd stemmen 15-03-2022)","3755EZ","0",702,146640.000113707,474105.000453853
"Huis van Renkum","6871ZA","2124",1118,178522.000142883,442848.000434559
"Huis voor Cultuur & Bestuur","7442MA","0",1980,228181.160381279,486794.750519194
"Huiskamer van Waarder ","3466LN","0",838,116231.585403291,452701.001899896
"Huize Bosbeek","2104WG","762",367,102349.557872605,483301.306810258
"Huize Vredenburg","6931CM","1347",448,194940.56845313,439964.333462901
"Hunsow-hal 2e Exloërmond","9571BB","992",457,258368.719172514,547423.637052133
"Hurdegaryp, Bennemastate 16 ","9254DE","30",107,193096.9303929,581616.339855708
"Hurdegaryp, It Maskelyn 16 ","9254GM","2256",1664,192154.701739509,580956.483923728
"Hurdegaryp, Nieuw Perspectief 16 ","9254CV","1837",639,192105.99571712,581109.998801722
"Husmaherne","8934BL","1026",513,183108.49840146,578498.419281549
"HV & CV Quick","2566BZ","2189",505,76534.086750705,454389.373874947
"HVV Laakkwartier","2523JS","0",1034,81851.5661614817,452425.406991706
"Hvv RAS","2555XP","0",1024,77009.997628061,453344.989792579
"Ichthus","7815RA","1864",614,256564.994088873,535037.994283588
"Ichthushof","8321RX","1626",1126,170315.340053422,519896.221141544
"Ichthuskerk","2941BM","1107",660,106608.000205595,434584.000329407
"Ichthuskerk","2986GH","2847",1516,102079.000411323,430993.000721921
"Ichthuskerk","3781TE","928",233,169508.089603327,465958.26937693
"ICL","1121GL","0",794,122677.386149683,493525.065747516
"IJmuider Zee en Havenmuseum","1973AK","1816",754,101406,496932
"IJs-en skeelercomplex WIJV","7101PA","2105",601,247907,442147
"IJsbaangebouw","8051SB","803",343,200299.039162042,500189.790468982
"IJsclub Bleiswijk","2665KT","0",460,97571.9998426009,447797.000047288
"IJsclub De Molenhoek","2957GH","0",1102,104962.049365912,433097.759702878
"IJsclub Voorwaarts Katwijk","2221CH","1249",526,88162.1491209792,469340.370233868
"IJsselsteinse Tennisclub Groenvliet","3403NJ","1753",536,130536.997435147,447619.994973369
"IKC Het Noorderlicht","7011BP","0",340,220995.007942389,439018.19476985
"IKC Plattenburg","7031AW","0",775,211449.749667138,441773.731410543
"IKEA Drive-In","3825HB","865",172,157068.685547432,466361.030588796
"Il Caffè 2","1183DB","1235",1399,120082.284580891,481546.358706124
"Immanuel Kerk","6708AD","2208",314,173644.523947702,442766.344736282
"Immanuelkerk","1945PG","0",429,105839.999964088,501580.000974256
"Immanuelkerk","2231CW","1353",382,90408.9221122249,467388.062029097
"Immanuelkerk","2924VB","1154",573,101442.173751943,437315.293000262
"Immanuelkerk","3752PE","1312",706,153378.523940013,472040.30429525
"Immanuelkerk","7545XP","1913",721,256201.4338,470020.8274
"Immanuëlkerk","3972JH","0",547,147810.924575823,451252.509793142
"Immanuëlkerk","8096BE","1171",304,189483.558271355,495437.41731084
"Immanuelkerk ()","3752PE","0",272,153378.523940013,472040.30429525
"In 't Witte Paard","3411EC","844",482,121634.000090669,442178.000434053
"Inclusion4all","2496RZ","0",1385,85137.2504650311,450735.388840528
"Indoor Beach Centrum Lindobeach","2583BG","912",280,78788.255231677,457500.094739285
"Indusdreef 5","3564GV","863",272,135482.346582362,459546.01952459
"Info Centrum","1315XH","1309",124,143665.657,486886.583
"Informatiecentrum Delftlanden","7813DA","1228",567,254335.000209433,530670.000485017
"Informatiecentrum in de Bogaard","2284DE","989",153,81453.2173217996,450479.099920014
"Informatiecentrum RijswijkBuiten","2286KC","0",1312,82054.2583599662,448596.458335918
"Inloophuis Sint Marten ()","6821CM","0",240,191081.635296041,444584.153008765
"Inspecteur S. de Vriesschool","2555MA","2128",415,75439.3547510581,453786.629977544
"Institute of Social Studies","2518AX","245",304,80709.2249557158,455617.317516757
"Intern. school (vh Rembr.sch.) (16-03-2022)","1213BH","2649",774,140651.471797451,469942.887822668
"Interpolis","5017JZ","1844",221,134729.886897989,396739.136696663
"Intratuin Halsteren","4661KM","1959",583,78035.1797153016,392491.110297867
