"Street/Name","stationcode","Zipcode","Invited","Turnout","merger"
"Stembureau Stadhuis","801","1011PN","0",645,"363 801"
"Stembureau Stadhuis","857","1381BB","0",430,"363 857"
"Stembureau Stadhuis","901","1011PN","0",826,"363 901"
"Stembureau Stadhuis","957","1381BB","0",643,"363 957"
"Stembureau Stadhuis","208","1625HV","0",6737,"405 208"
"Stembureau Stadhuis","1","3144BA","1935",992,"556 1"
"Stembureau Stadhuis","301","2711EC","1907",4830,"637 301"
"Stembureau Stadhuis","1","4811XS","2051",1031,"758 1"
"Stembureau Stadhuis","772","5611EM","1",5296,"772 68"
"Stembureau Stadhuis","501","6000AZ","0",6606,"988 501"
"Stembureau Stadhuis ()","201","7607EW","500",1254,"141 201"
"Stembureau Stadhuis (15-03)","772","5611EM","1",2923,"772 161"
"Stembureau Stadhuis Dinsdag","40","9401JW","800",916,"106 40"
"Stembureau Stadhuis ingang Geleenstraat (15/3)","1501","6411HP","0",4269,"917 1501"
"Stembureau Stadhuis Maandag","48","9401JW","800",664,"106 48"
"Stembureau Stadhuis Merretkamer","201","6211CL","0",2289,"935 201"
"Stembureau Stadhuis Naarden","601","1411EA","0",3335,"1942 601"
"Stembureau Stadhuis Terneuzen","10","4531GZ","975",2878,"715 10"
"Stembureau Stadhuis van Zaanstad","1107","1506MZ","0",5220,"479 1107"
"Stembureau Stadhuis Waalwijk Maandag","60","5141PA","0",2457,"867 60"
"Stembureau Stadhuis, Merretkamer","1","6211CL","100425",1739,"935 1"
"Stembureau Stadkamer Centrum","307","8011CV","1840",999,"193 307"
"Stembureau Stadsboerderij Osdorp","581","1069XT","1470",510,"363 581"
"Stembureau Stadsbroekhal","12","9405BM","800",346,"106 12"
"Stembureau Stadshuis I I","12","3431LZ","1205",5989,"356 12"
"Stembureau Stadskantoor","310","8017JZ","1840",756,"193 310"
"Stembureau Stadskantoor ()","118","5211HH","0",6109,"796 118"
"Stembureau Stadskantoor Gemeente Breda","704","4811DJ","0",4179,"758 704"
"Stembureau Stadskantoor Sittard","1","6131LB","1910",691,"1883 1"
"Stembureau Stadskazerne","201","8261CA","0",3073,"166 201"
"Stembureau Stadsklooster San Damiano","109","5211CA","1063",865,"796 109"
"Stembureau Stadslab Almelo","36","7602HR","1300",322,"141 36"
"Stembureau Stadsloket Amsterdam-Noord","916","1025XL","0",4631,"363 916"
"Stembureau Stadsloket Nieuw-West","909","1068TG","0",3417,"363 909"
"Stembureau Stadsloket Oost","923","1093NG","0",6778,"363 923"
"Stembureau Stadsloket West","935","1055EK","0",3923,"363 935"
"Stembureau Stadsloket Zuid","940","1079MZ","0",3258,"363 940"
"Stembureau Stadsloket Zuidoost","946","1102CW","0",3949,"363 946"
"Stembureau Stadswinkel Sittard-Geleen","25","6161GE","1850",854,"1883 25"
"Stembureau Stationsplein","303","3112HB","1379",789,"606 303"
"Stembureau STAXI","682","1025AZ","1440",328,"363 682"
"Stembureau Stayokay Amsterdam Oost","106","1094CC","1103",1646,"363 106"
"Stembureau Steigerplek","198","1086ZR","1942",336,"363 198"
"Stembureau Stembureau parkeerterrein Kamvaren","455","4854GD","1762",670,"758 455"
"Stembureau Steunpunt de Blijde Incomste","16","5143GA","1266",640,"867 16"
"Stembureau Steunpunt Epigoon","401","5235GP","1771",613,"796 401"
"Stembureau Steunpunt Van Meeuwenhof","550","5241GL","1624",552,"796 550"
"Stembureau Stichting 't Langhuus","9","8131BA","864",440,"1773 9"
"Stembureau Stichting Aminah","454","1061DH","924",547,"363 454"
"Stembureau Stichting Ana-Upa","853","6741WP","0",82,"228 853"
"Stembureau Stichting Argan","575","1062BM","1034",765,"363 575"
"Stembureau Stichting Buurtkamer Kadoelen","688","1035SB","1561",496,"363 688"
"Stembureau Stichting Cultureel Centrum Zwaag ""De Plataan""","13","1689GM","0",720,"405 13"
"Stembureau Stichting De Oude Gracht","60","1016DZ","1821",295,"363 60"
"Stembureau Stichting De Westhoek","302","5223CZ","2679",652,"796 302"
"Stembureau Stichting Heesterveld Creative Community","752","1102SB","1089",252,"363 752"
"Stembureau Stichting het dorpshuis Spijk","35","4212CX","748",412,"1960 35"
"Stembureau Stichting Jeugdcentrum Bakel","405","5761BJ","1204",230,"1652 405"
"Stembureau Stichting M.F.A. Haaze-hoof 3","22","6035AS","1317",1592,"946 22"
"Stembureau Stichting Masohi","119","7415GK","1426",275,"150 119"
"Stembureau Stichting Meevaart","114","1094JN","824",1804,"363 114"
"Stembureau Stichting Moetiara Maloekoe","16","6227RJ","0",479,"935 16"
"Stembureau Stichting Rijksakademie van Beeldende Kunsten","53","1018GW","1074",475,"363 53"
"Stembureau Stichting Welzijn Doven Amsterdam","201","1073AV","1931",734,"363 201"
"Stembureau Stinskerk","353","8042AE","1840",852,"193 353"
"Stembureau Strandhuis Milligers","346","8043ND","1840",1025,"193 346"
"Stembureau Stroomopwaarts","2","3144CH","1882",845,"556 2"
"Stembureau Studio Automat Amsterdam","205","1074CR","1306",1235,"363 205"
"Stembureau Studio Sarphaat","941","1073ED","0",4417,"363 941"
"Stembureau Summa College Welzijn","772","5616JJ","3099",673,"772 51"
"Stembureau SV Almelo","39","7606AA","1300",100,"141 39"
"Stembureau SV Colmschate'33","30","7425AC","3063",1028,"150 30"
"Stembureau SV HTC","351","8034PC","1840",308,"193 351"
"Stembureau SV West-Graftdijk","74","1486MG","833",424,"361 74"
"Stembureau Swanla 15 ","1519","2761BJ","0",1094,"1892 1519"
"Stembureau t Veerhuis","4","3434AZ","1205",419,"356 4"
"Stembureau Tafeltennis Vereniging Sittard","7","6137PE","1650",466,"1883 7"
"Stembureau Tafeltennisvereniging Swift","115","7416ZN","1923",358,"150 115"
"Stembureau Talentencentrum Bavel","452","4854CP","1440",546,"758 452"
"Stembureau Tapperij/Eethuis Hof van Colmschate","137","7429AH","2308",979,"150 137"
"Stembureau Tennis Club Lunteren","55","6741ZG","0",569,"228 55"
"Stembureau Tennis LTC Soestdijk","4","3762TA","0",721,"342 4"
"Stembureau Tennis Vereniging Haagse Beemden","302","4824NB","1507",343,"758 302"
"Stembureau Tennisvereniging Boskoop","68","2771TN","1216",495,"484 68"
"Stembureau Tennisvereniging De IJpelaar","157","4834KR","2447",1003,"758 157"
"Stembureau Tennisvereniging Keltenwoud","47","6721MR","0",596,"228 47"
"Stembureau Tennisvereniging Overdan","603","1566LK","1813",821,"479 603"
"Stembureau Tent - Cordaan Het Anker","699","1033PK","1121",472,"363 699"
"Stembureau Tent Albert Neuhuysstraat","256","1058SC","863",2878,"363 256"
"Stembureau Tent Basketbalveld","49","1827PG","1608",561,"361 49"
"Stembureau Tent bij de Kiefer","16","7701PZ","1245",736,"160 16"
"Stembureau Tent bij de Schoutenhof","35","7773CC","1218",760,"160 35"
"Stembureau Tent Diepenbeekplantsoen","588","1066KK","2513",831,"363 588"
"Stembureau Tent IJselplein","303","1072VW","946",2596,"363 303"
"Stembureau Tent Krugerplein","197","1091KA","1036",2221,"363 197"
"Stembureau Tent Labotheek NWZ","13","1814HA","1642",657,"361 13"
"Stembureau Tent Levantplein","936","1019MB","0",5362,"363 936"
"Stembureau Tent Oostoever (Kröller-Müllerpark)","590","1064PN","2840",917,"363 590"
"Stembureau Tent Parkeerplaats Tuincentrum Osdorp","586","1069LL","1865",1397,"363 586"
"Stembureau Tent Parkeerterrein AH XL","6","1814GR","1997",1110,"361 6"
"Stembureau Tent Schoolpein ‘t Koggeschip","591","1067DE","1522",855,"363 591"
"Stembureau Tent Stationsplein NS","204","1815CB","0",3691,"361 204"
"Stembureau Tent Vondelpark - Koninginneweg","281","1075CX","889",1075,"363 281"
"Stembureau Tent Vroonermeer (2)","26","1822RP","1602",4084,"361 26"
"Stembureau Ter Hoogekerk","16","4335CS","2014",703,"687 16"
"Stembureau The College Hotel","291","1071VE","849",886,"363 291"
"Stembureau The Hoxton Hotel","5","1016BJ","678",423,"363 5"
"Stembureau The Student Hotel Amsterdam City","125","1091GL","1197",751,"363 125"
"Stembureau Theater aan de Schie I","301","3112DZ","1379",5339,"606 301"
"Stembureau Theater aan het Vrijthof","3","6211LE","0",738,"935 3"
"Stembureau Theater Castellum","63","2405DB","962",286,"484 63"
"Stembureau Theater de Cameleon","446","1054TS","2324",369,"363 446"
"Stembureau Theater De Krakeling","324","1014DB","1278",684,"363 324"
"Stembureau Theater De Nieuwe schuur","13","5255AB","858",445,"797 13"
"Stembureau Theater Koningshof","11","3145XN","1919",1023,"556 11"
"Stembureau Theehuis Hof van Onthaasting","18","6135","2050",924,"1883 18"
"Stembureau Theo Thijssen School","40","1015NG","712",581,"363 40"
"Stembureau Thomashuis Ospeldijk","9","6035RB","599",297,"946 9"
"Stembureau Thomaskerk","938","1077WX","0",3886,"363 938"
"Stembureau Tijdelijke Unit Centraal Station ()","113","5211AP","0",7973,"796 113"
"Stembureau Tijl Uilenspiegelschool","316","1055CK","1380",1241,"363 316"
"Stembureau Tjark Riks Centrum","9","6961DZ","1517",510,"213 9"
"Stembureau Tobiasschool","262","1059VX","3320",1322,"363 262"
"Stembureau Tolhuistuin","625","1031KT","2866",604,"363 625"
"Stembureau Toon Hermans Theater","2","6131AJ","1750",595,"1883 2"
"Stembureau Touringcar","202","6416SG","0",189,"917 202"
"Stembureau Trefcentrum 't Loon","4","6411TR","2127",671,"917 4"
"Stembureau Trefcentrum Aldenghoor","13","6081AN","1772",735,"1640 13"
"Stembureau Trefcentrum Kelpen-Oler","6","6037RX","976",468,"1640 6"
"Stembureau Trefcentrum Willem Litjenshof","13","6002CW","2300",633,"988 13"
"Stembureau Trefcentrum Wittevrouwenveld","38","6224GK","0",866,"935 38"
"Stembureau Trefpunt","604","1402CC","0",5321,"1942 604"
"Stembureau Trefpunt De Slinger","251","5212RE","2380",1534,"796 251"
"Stembureau Trinity Church","28","2261ET","1338",884,"1916 28"
"Stembureau Trolleybus","115","6811DG","0",312,"202 115"
"Stembureau TTV Hooghei","222","5251LB","0",850,"797 222"
"Stembureau Tuin van Sloten","574","1066CW","943",334,"363 574"
"Stembureau Tuinpark Lissabon","568","1066CB","1116",227,"363 568"
"Stembureau Tylkedam","8","8918LW","1418",365,"80 8"
"Stembureau Ugchelens Belang","71","7339AN","1458",1256,"200 71"
"Stembureau Unit 1 ()","1551","8084HK","0",539,"230 1551"
"Stembureau Universiteit Maastricht, Kruithuis","9","6211LM","0",393,"935 9"
"Stembureau Universiteitsbibliotheek Amsterdam","9","1012WP","701",393,"363 9"
"Stembureau UvA - locatie P.C. Hoofthuis","64","1012VB","1093",444,"363 64"
"Stembureau UvA Science Park","147","1098XH","1296",415,"363 147"
"Stembureau V.B.S.K. Albert Cuyp","290","1073BH","2243",1635,"363 290"
"Stembureau V.V. Beekbergen","75","7361TA","1306",375,"200 75"
"Stembureau V.V. Beekbergen","1575","7361BH","0",831,"200 1575"
"Stembureau V.V. Kolping Boys","55","1822AA","1437",568,"361 55"
"Stembureau v.v. Luctor et Emergo","11","7602AM","1300",519,"141 11"
"Stembureau Vakgarage Van Winsum","9","8265WX","1543",599,"166 9"
"Stembureau Van Eesteren Paviljoen - Museum","571","1064GV","1473",1088,"363 571"
"Stembureau Van Ommerenpark","2","2243EX","1323",346,"629 2"
"Stembureau Vaste Burcht","407","2804XG","1987",1270,"513 407"
"Stembureau Ver. geb. a/d Lutteresweg","40","7775PP","531",252,"160 40"
"Stembureau Ver. gebouw  de Esch","31","7771RD","963",655,"160 31"
"Stembureau Ver. gebouw De Bo","6","7691CG","1144",647,"160 6"
"Stembureau Ver.gebouw ""de Wingerd""","1","4691BP","1453",835,"716 1"
"Stembureau Ver.gebouw Hoogenweg","37","7793HP","599",355,"160 37"
"Stembureau Vereniging de Bloesem, complex de Amandelbloesem","405","1521XH","1549",477,"479 405"
"Stembureau Verenigingsgebouw ""De Bastiaan""","1","8121BM","1815",438,"1773 1"
"Stembureau Verenigingsgebouw ""De Garve""","5","7685PL","1020",566,"175 5"
"Stembureau Verenigingsgebouw ""Irene"" 16 ","7","7738PB","844",571,"175 7"
"Stembureau Verenigingsgebouw ""Musis Sacrum""","403","5761RN","1996",661,"1652 403"
"Stembureau Verenigingsgebouw achter Hervormde Kerk","31","4341EP","1359",574,"687 31"
"Stembureau Verenigingsgebouw Amicitia","5","4363BC","1088",861,"717 5"
"Stembureau Verenigingsgebouw AVGN","10","4001WJ","1565",592,"281 10"
"Stembureau Verenigingsgebouw Batavia","922","1095KS","0",3549,"363 922"
"Stembureau Verenigingsgebouw De Bestemming","3","2181SW","1462",453,"534 3"
"Stembureau Verenigingsgebouw de Spil","2","4352AH","430",310,"717 2"
"Stembureau Verenigingsgebouw de Zandput","4","4353BA","1457",995,"717 4"
"Stembureau Verenigingsgebouw het Akkoord","1","4351AS","1361",846,"717 1"
"Stembureau Verenigingsgebouw KTVM","11","4001HZ","2016",573,"281 11"
"Stembureau Verenigingsgebouw Ons Huis","7","4365AH","1037",839,"717 7"
"Stembureau Verenigingsgebouw Vrouwenpolder","3","4354AD","865",586,"717 3"
"Stembureau Verenigingsgebouw Westkapelle Herrijst","16","4361AE","1143",862,"717 16"
"Stembureau Verenigingszaal Circolo Sardegna","6","6224BE","0",338,"935 6"
"Stembureau Verzamelgebouw Seringenstraat","207","5213GS","2141",713,"796 207"
"Stembureau Verzorgingshuis Het Maanderzand","16","6713MG","0",73,"228 16"
"Stembureau Victorkerk","1520","7312CJ","0",5572,"200 1520"
"Stembureau Vilente De Pleinen","20","6714DH","0",65,"228 20"
"Stembureau Vilente Sint Barbara","4","6711NT","0",83,"228 4"
"Stembureau Villa Flora 2","12","2181EB","1136",2330,"534 12"
"Stembureau Vitalis Jean Sibelius","772","5654CT","2149",733,"772 44"
"Stembureau Vitalis Parc Imstenrade","18","6418PP","1979",610,"917 18"
"Stembureau Vivere Verzorgd Wonen ingang dijk","33","2841BN","1613",495,"1892 33"
"Stembureau vm. Basisschool de Kring","30","6228GC","0",2066,"935 30"
"Stembureau Vml school hoek Gr v Loonlaan/Oude Trambaan","3","6093BV","1721",366,"1640 3"
"Stembureau Voetbalclub RKTVC","22","4006AW","2468",496,"281 22"
"Stembureau Voetbalkantine Terneuzense Boys","19","4532ET","1600",387,"715 19"
"Stembureau Voetbalvereniging Advendo '57","860","6744WT","0",80,"228 860"
"Stembureau Voetbalvereniging Diepenveen","146","7431BT","1816",750,"150 146"
"Stembureau Voetbalvereniging Moordrecht 15 ","1532","2841EB","0",3187,"1892 1532"
"Stembureau Voetbalvereniging Sallandia","3108","7412AZ","0",1087,"150 3108"
"Stembureau Voetbalvereniging WWNA","66","7345AB","1670",679,"200 66"
"Stembureau Volle Evangelie Gemeente De Ark","5","2405AK","1508",727,"484 5"
"Stembureau Volvo Dealer Stern","799","1382JK","1555",307,"363 799"
"Stembureau Vondelkerk","416","1054GS","1286",2489,"363 416"
"Stembureau Voorhuis Dorpskerk","3","2251BS","1862",665,"626 3"
"Stembureau Voormailig schoolgebouw Wingerd 45","10","2742SC","1608",478,"627 10"
"Stembureau Voormalig ABN AMRO gebouw","107","4817ST","1569",274,"758 107"
"Stembureau Voormalig CSW gebouw, ingang Koos Vorrinkstr","25","4333AR","1244",1288,"687 25"
"Stembureau Voormalig DaCapo College","6","6137AC","1050",313,"1883 6"
"Stembureau Voormalig Gemeentehuis Born","158","6121XK","0",3293,"1883 158"
"Stembureau Voormalige Stadstimmertuin","7","1018ET","817",717,"363 7"
"Stembureau Voorportaal Sint Petruskerk","3","5854AK","583",284,"893 3"
"Stembureau Vredekerk","26","3769EC","0",494,"342 26"
"Stembureau Vrijburg","270","1077WB","872",876,"363 270"
"Stembureau Vrije Evangelische Gemeente, ing. Oud Bussummerweg","202","1401GC","1405",1658,"1942 202"
"Stembureau Vrije Universiteit Amsterdam","238","1081HV","902",1011,"363 238"
"Stembureau Vrijetijdscentrum de Ridderhof (2)","1549","2396WJ","0",3702,"484 1549"
"Stembureau Vrijwillig&Co","55","4827KG","1403",168,"758 55"
"Stembureau Vroegstemmen Gemeentehuis Wijhe 14-03-22","510","8131BN","0",1199,"1773 510"
"Stembureau Vroegstemmen Holstohus 15-03-22","521","8121CM","0",1309,"1773 521"
"Stembureau Vrouw en Vaart","342","1068VN","1667",501,"363 342"
"Stembureau VvSo WVT","2","3721EA","2723",1001,"310 2"
"Stembureau Wachterliedpaviljoen","319","1055SB","2374",696,"363 319"
"Stembureau Wackersacademie","436","1054DZ","2686",1044,"363 436"
"Stembureau Wagenloods van het Gemeentehuis","1","6971BV","1580",397,"213 1"
"Stembureau Walk In Esse","14","2911RG","1613",629,"1892 14"
"Stembureau Walraven","43","6721PG","0",130,"228 43"
"Stembureau Waternet","160","1096AC","2868",1288,"363 160"
"Stembureau Waterschap Vechtstromen","10","7609PZ","1300",358,"141 10"
"Stembureau Weener XL","350","5231VL","859",301,"796 350"
"Stembureau Welzijnscentrum 't Meulengat","24","4541GS","1855",642,"715 24"
"Stembureau Welzijnsvereniging Bangsa Jawa","738","1105BV","1431",228,"363 738"
"Stembureau West-Friese Hockeyclub Hoorn","11","1689VR","0",720,"405 11"
"Stembureau Westcord Fashion Hotel Amsterdam","509","1058GB","1896",544,"363 509"
"Stembureau Westerhove","36","2404GB","974",418,"484 36"
"Stembureau Westerkerk","4","8881AD","800",455,"93 4"
"Stembureau Westerkerk","4","8262DC","1370",687,"166 4"
"Stembureau Westerkerk","75","1016GW","887",2477,"363 75"
"Stembureau Westerparkschool","411","1051AX","2696",1293,"363 411"
"Stembureau Westfries Archief","10","1625NT","0",386,"405 10"
"Stembureau Westhage (aula)","25","2751CP","1613",195,"1892 25"
"Stembureau Westhoffhuis","252","6741AL","0",7714,"228 252"
"Stembureau Weteringkerk","232","1079RA","861",662,"363 232"
"Stembureau Wethouder Smithal","15","3146BZ","1806",2844,"556 15"
"Stembureau Wielersportcentrum de Betuwe","18","4006MC","2453",3152,"281 18"
"Stembureau Wijk- en Bewonersvereniging Tuindorp","327","3121AM","1379",383,"606 327"
"Stembureau Wijk- en Speeltuinvereniging De Zwolsewijk","3156","7412TN","0",1733,"150 3156"
"Stembureau Wijkboerderij Alkmaar","202","1813AA","0",3887,"361 202"
"Stembureau Wijkcentrum 't Akkertje (15-03)","772","5645KZ","1",5030,"772 167"
"Stembureau Wijkcentrum 't Houwke","106","4817RE","1623",809,"758 106"
"Stembureau Wijkcentrum 't Trefpunt","772","5645KZ","1",462,"772 106"
"Stembureau Wijkcentrum 't Trefpunt (15-03)","772","5628XJ","1",2522,"772 164"
"Stembureau Wijkcentrum Achter de Linde","204","1402WP","1012",351,"1942 204"
"Stembureau Wijkcentrum Agora (MA)","36","2275CZ","0",7053,"1916 36"
"Stembureau Wijkcentrum Ala Kondre","753","1104PH","1814",223,"363 753"
"Stembureau Wijkcentrum Baalder","21","7772DP","1099",590,"160 21"
"Stembureau Wijkcentrum Balieweide","53","4816GH","1719",429,"758 53"
"Stembureau Wijkcentrum Blixems","772","5629PV","1412",3088,"772 57"
"Stembureau Wijkcentrum Daalmeer","210","1827LB","0",4760,"361 210"
"Stembureau Wijkcentrum De Bestevaer","356","8023TP","1840",880,"193 356"
"Stembureau Wijkcentrum De Brug","320","3123LA","1379",525,"606 320"
"Stembureau Wijkcentrum de Dommel (15-03)","772","5654DD","1",2806,"772 169"
"Stembureau Wijkcentrum De Driehoek ()","223","7606JS","500",766,"141 223"
"Stembureau Wijkcentrum De Enk","308","8012VA","1840",1529,"193 308"
"Stembureau Wijkcentrum De Erker","308","3117PR","1379",643,"606 308"
"Stembureau Wijkcentrum De Goossenmaat ()","220","7605CP","500",1001,"141 220"
"Stembureau Wijkcentrum De Groene Hoven","10","7315EE","2321",1617,"200 10"
"Stembureau Wijkcentrum de Groene Loper (MA)","37","2273VD","0",4172,"1916 37"
"Stembureau Wijkcentrum De Huesmolen","9","1625HZ","0",1652,"405 9"
"Stembureau Wijkcentrum De Luibe","55","6218HK","0",563,"935 55"
"Stembureau Wijkcentrum De Mortel (15-03)","772","5627DX","1",9581,"772 163"
"Stembureau Wijkcentrum De Oever (2)","29","1823EV","1374",6379,"361 29"
"Stembureau Wijkcentrum De Plataan","102","1411TT","1643",814,"1942 102"
"Stembureau Wijkcentrum De Plint","23","2263GZ","1838",1154,"1916 23"
"Stembureau Wijkcentrum de Poelenburcht","1101","1504NX","0",3288,"479 1101"
"Stembureau Wijkcentrum De Pol","331","8014XC","1840",1142,"193 331"
"Stembureau Wijkcentrum De Rijver","607","1399HH","0",2640,"1942 607"
"Stembureau Wijkcentrum De Schalm","18","7414EA","2017",1017,"150 18"
"Stembureau Wijkcentrum De Schelf ()","215","7608KH","500",6233,"141 215"
"Stembureau Wijkcentrum De Schöppe ()","203","7601EJ","500",2211,"141 203"
"Stembureau Wijkcentrum de Stolp","200","5215EJ","1608",953,"796 200"
